"species_lump","present_below_south","present_within_buffer","present_above_north","present_observations_site","total_observations","sites_in_buffer","sites_present","total_sites","total_counts","percent_years_present","range_edge_category","range_lat","id"
"Megabalanus californicus",FALSE,FALSE,TRUE,0,242,10,0,103,3,0,"Northern Only Presence","32.78-33.6",1
"Megastraea undosa",TRUE,TRUE,FALSE,3,313,12,3,108,10,12.5,"Northern Range Edge","32.78-33.6",1
"Melanosiphon/Scytosiphon spp",FALSE,TRUE,TRUE,6,242,10,5,103,208,18.1818181818182,"Southern Range Edge","32.78-33.6",1
"Membranipora spp",TRUE,TRUE,TRUE,1,242,10,1,103,5,4.54545454545455,"Continuous Presence","32.78-33.6",1
"Metridium senile",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Mexacanthina lugubris",TRUE,TRUE,FALSE,12,313,12,6,108,253,33.3333333333333,"Northern Range Edge","32.78-33.6",1
"Microcladia borealis",FALSE,TRUE,TRUE,1,242,10,1,103,835,4.54545454545455,"Southern Range Edge","32.78-33.6",1
"Microcladia coulteri",FALSE,FALSE,TRUE,0,242,10,0,103,18,0,"Northern Only Presence","32.78-33.6",1
"Mopalia spp",TRUE,TRUE,TRUE,13,313,12,10,108,1201,25,"Continuous Presence","32.78-33.6",1
"Mytilisepta/Brachidontes spp",FALSE,TRUE,TRUE,7,242,10,6,103,243,22.7272727272727,"Southern Range Edge","32.78-33.6",1
"Mytilus californianus",TRUE,TRUE,TRUE,20,242,10,8,103,25035,45.4545454545455,"Continuous Presence","32.78-33.6",1
"Mytilus trossulus/galloprovincialis/edulis",FALSE,TRUE,TRUE,10,242,10,7,103,126,27.2727272727273,"Southern Range Edge","32.78-33.6",1
"Navanax inermis",TRUE,TRUE,FALSE,3,313,12,2,108,4,12.5,"Northern Range Edge","32.78-33.6",1
"Nemalion elminthoides",TRUE,FALSE,TRUE,0,242,10,0,103,5,0,"Avoidant","32.78-33.6",1
"Neogastroclonium subarticulatum",TRUE,TRUE,TRUE,13,242,10,6,103,1776,36.3636363636364,"Continuous Presence","32.78-33.6",1
"Neoptilota/Ptilota spp",FALSE,FALSE,TRUE,0,242,10,0,103,293,0,"Northern Only Presence","32.78-33.6",1
"Neorhodomela larix",FALSE,FALSE,TRUE,0,242,10,0,103,2604,0,"Northern Only Presence","32.78-33.6",1
"Neorhodomela oregona",FALSE,FALSE,TRUE,0,242,10,0,103,392,0,"Northern Only Presence","32.78-33.6",1
"Nereocystis luetkeana",FALSE,FALSE,TRUE,0,242,10,0,103,40,0,"Northern Only Presence","32.78-33.6",1
"Nienburgia andersoniana",TRUE,TRUE,TRUE,7,242,10,4,103,135,18.1818181818182,"Continuous Presence","32.78-33.6",1
"Non Coralline crust",TRUE,TRUE,TRUE,22,242,10,9,103,15090,45.4545454545455,"Continuous Presence","32.78-33.6",1
"Norrisia norrisii",FALSE,TRUE,TRUE,4,313,12,4,108,12,12.5,"Southern Range Edge","32.78-33.6",1
"Nucella canaliculata",FALSE,TRUE,TRUE,1,313,12,1,108,703,4.16666666666667,"Southern Range Edge","32.78-33.6",1
"Nucella emarginata/ostrina",TRUE,TRUE,TRUE,14,313,12,9,108,10126,33.3333333333333,"Continuous Presence","32.78-33.6",1
"Nucella lamellosa",FALSE,FALSE,TRUE,0,313,12,0,108,2,0,"Northern Only Presence","32.78-33.6",1
"Nuttallina spp",TRUE,TRUE,TRUE,35,313,12,12,108,15520,54.1666666666667,"Continuous Presence","32.78-33.6",1
"Obelia spp",FALSE,TRUE,FALSE,2,242,10,2,103,2,4.54545454545455,"Endemic Presence","32.78-33.6",1
"Odonthalia floccosa",FALSE,TRUE,TRUE,1,242,10,1,103,4729,4.54545454545455,"Southern Range Edge","32.78-33.6",1
"Odonthalia washingtoniensis",FALSE,FALSE,TRUE,0,242,10,0,103,9,0,"Northern Only Presence","32.78-33.6",1
"Oedignathus inermis",FALSE,FALSE,TRUE,0,313,12,0,108,38,0,"Northern Only Presence","32.78-33.6",1
"Olivella biplicata",FALSE,TRUE,TRUE,1,313,12,1,108,5,4.16666666666667,"Southern Range Edge","32.78-33.6",1
"Onchidella borealis",FALSE,FALSE,TRUE,0,313,12,0,108,1477,0,"Northern Only Presence","32.78-33.6",1
"Onchidoris bilamellata",FALSE,FALSE,FALSE,0,313,12,0,108,0,0,"Absent","32.78-33.6",1
"Opalia borealis",FALSE,FALSE,TRUE,0,313,12,0,108,3,0,"Northern Only Presence","32.78-33.6",1
"Opalia funiculata",TRUE,TRUE,TRUE,6,313,12,4,108,105,20.8333333333333,"Continuous Presence","32.78-33.6",1
"Ophiuroid",TRUE,TRUE,TRUE,4,313,12,4,108,27,16.6666666666667,"Continuous Presence","32.78-33.6",1
"Ophlitaspongia pennata",FALSE,TRUE,TRUE,2,242,10,2,103,65,4.54545454545455,"Southern Range Edge","32.78-33.6",1
"Opuntiella californica",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Oregonia gracilis",FALSE,FALSE,FALSE,0,313,12,0,108,0,0,"Absent","32.78-33.6",1
"Orienthella trilineata",FALSE,FALSE,TRUE,0,313,12,0,108,4,0,"Northern Only Presence","32.78-33.6",1
"Osmundea sinicola",TRUE,TRUE,TRUE,16,242,10,8,103,244,40.9090909090909,"Continuous Presence","32.78-33.6",1
"Osmundea spectabilis",TRUE,TRUE,TRUE,9,242,10,6,103,465,27.2727272727273,"Continuous Presence","32.78-33.6",1
"Osmundea splendens",TRUE,FALSE,TRUE,0,242,10,0,103,7,0,"Avoidant","32.78-33.6",1
"Pachycheles spp",TRUE,FALSE,TRUE,0,313,12,0,108,116,0,"Avoidant","32.78-33.6",1
"Pachygrapsus crassipes",TRUE,TRUE,TRUE,35,313,12,12,108,4995,54.1666666666667,"Continuous Presence","32.78-33.6",1
"Paciocinebrina circumtexta",TRUE,TRUE,TRUE,9,313,12,4,108,445,29.1666666666667,"Continuous Presence","32.78-33.6",1
"Paciocinebrina interfossa",TRUE,TRUE,TRUE,1,313,12,1,108,74,4.16666666666667,"Continuous Presence","32.78-33.6",1
"Paciocinebrina lurida",FALSE,FALSE,TRUE,0,313,12,0,108,12,0,"Northern Only Presence","32.78-33.6",1
"Padina spp",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Pagurus beringanus",FALSE,FALSE,TRUE,0,313,12,0,108,13,0,"Northern Only Presence","32.78-33.6",1
"Pagurus caurinus",FALSE,FALSE,TRUE,0,313,12,0,108,2,0,"Northern Only Presence","32.78-33.6",1
"Pagurus granosimanus",FALSE,TRUE,TRUE,1,313,12,1,108,620,4.16666666666667,"Southern Range Edge","32.78-33.6",1
"Pagurus hemphilli",FALSE,TRUE,TRUE,1,313,12,1,108,7,4.16666666666667,"Southern Range Edge","32.78-33.6",1
"Pagurus hirsutiusculus",TRUE,TRUE,TRUE,29,313,12,12,108,5489,54.1666666666667,"Continuous Presence","32.78-33.6",1
"Pagurus samuelis",TRUE,TRUE,TRUE,32,313,12,11,108,4232,54.1666666666667,"Continuous Presence","32.78-33.6",1
"Palmaria callophylloides",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Palmaria hecatensis",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Palmaria mollis",FALSE,FALSE,TRUE,0,242,10,0,103,53,0,"Northern Only Presence","32.78-33.6",1
"Palmaria palmata",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Panulirus interruptus",FALSE,FALSE,FALSE,0,391,12,0,108,0,0,"Absent","32.78-33.6",1
"Paraxanthias taylori",FALSE,TRUE,TRUE,1,313,12,1,108,4,4.16666666666667,"Southern Range Edge","32.78-33.6",1
"Patiria miniata",TRUE,TRUE,TRUE,6,391,12,2,108,882,17.3913043478261,"Continuous Presence","32.78-33.6",1
"Peltodoris nobilis",FALSE,FALSE,TRUE,0,313,12,0,108,17,0,"Northern Only Presence","32.78-33.6",1
"Pelvetiopsis arborescens/hybrida/limitata",FALSE,TRUE,TRUE,1,242,10,1,103,3166,4.54545454545455,"Southern Range Edge","32.78-33.6",1
"Pelvetiopsis californica",FALSE,TRUE,TRUE,7,242,10,3,103,351,27.2727272727273,"Southern Range Edge","32.78-33.6",1
"Petaloconchus montereyensis",FALSE,FALSE,TRUE,0,242,10,0,103,1,0,"Northern Only Presence","32.78-33.6",1
"Petrolisthes spp",TRUE,TRUE,TRUE,9,313,12,5,108,229,29.1666666666667,"Continuous Presence","32.78-33.6",1
"Petrospongium rugosum",TRUE,TRUE,TRUE,12,242,10,7,103,420,27.2727272727273,"Continuous Presence","32.78-33.6",1
"Phragmatopoma/Sabellaria spp",TRUE,TRUE,TRUE,23,242,10,10,103,3827,45.4545454545455,"Continuous Presence","32.78-33.6",1
"Phyllospadix scouleri/serrulatus",TRUE,TRUE,TRUE,10,242,10,7,103,5564,27.2727272727273,"Continuous Presence","32.78-33.6",1
"Phyllospadix torreyi",TRUE,TRUE,TRUE,19,242,10,8,103,9543,36.3636363636364,"Continuous Presence","32.78-33.6",1
"Pilayella littoralis",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Pisaster giganteus",TRUE,TRUE,TRUE,3,391,12,2,108,46,13.0434782608696,"Continuous Presence","32.78-33.6",1
"Pisaster ochraceus",FALSE,TRUE,TRUE,28,391,12,8,108,39106,60.8695652173913,"Southern Range Edge","32.78-33.6",1
"Pista spp",TRUE,TRUE,TRUE,1,242,10,1,103,109,4.54545454545455,"Continuous Presence","32.78-33.6",1
"Placiphorella velata",FALSE,FALSE,TRUE,0,313,12,0,108,6,0,"Northern Only Presence","32.78-33.6",1
"Pleonosporium spp",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Plocamium oregonum",FALSE,FALSE,TRUE,0,242,10,0,103,2,0,"Northern Only Presence","32.78-33.6",1
"Plocamium pacificum",TRUE,TRUE,TRUE,16,242,10,8,103,828,36.3636363636364,"Continuous Presence","32.78-33.6",1
"Plocamium violaceum",TRUE,TRUE,TRUE,4,242,10,3,103,165,13.6363636363636,"Continuous Presence","32.78-33.6",1
"Pododesmus macrochisma",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Pollicipes polymerus",TRUE,TRUE,TRUE,16,242,10,7,103,1847,45.4545454545455,"Continuous Presence","32.78-33.6",1
"Polyneura latissima",FALSE,FALSE,TRUE,0,242,10,0,103,26,0,"Northern Only Presence","32.78-33.6",1
"Polysiphonia spp",TRUE,TRUE,TRUE,17,242,10,10,103,942,31.8181818181818,"Continuous Presence","32.78-33.6",1
"Potamilla occelata",FALSE,TRUE,FALSE,1,242,10,1,103,1,4.54545454545455,"Endemic Presence","32.78-33.6",1
"Primavelans insculpta",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Prionitis filiformis",FALSE,FALSE,TRUE,0,242,10,0,103,2,0,"Northern Only Presence","32.78-33.6",1
"Prionitis lanceolata",TRUE,TRUE,TRUE,2,242,10,2,103,2212,9.09090909090909,"Continuous Presence","32.78-33.6",1
"Prionitis linearis",TRUE,TRUE,TRUE,1,242,10,1,103,8,4.54545454545455,"Continuous Presence","32.78-33.6",1
"Prionitis sternbergii",TRUE,FALSE,TRUE,0,242,10,0,103,237,0,"Avoidant","32.78-33.6",1
"Pseudochama exogyra",TRUE,TRUE,TRUE,16,242,10,5,103,278,45.4545454545455,"Continuous Presence","32.78-33.6",1
"Pseudolithoderma nigrum",TRUE,TRUE,TRUE,14,242,10,6,103,607,36.3636363636364,"Continuous Presence","32.78-33.6",1
"Pseudomelatoma penicillata",TRUE,FALSE,TRUE,0,313,12,0,108,4,0,"Avoidant","32.78-33.6",1
"Pseudomelatoma torosa",TRUE,FALSE,TRUE,0,313,12,0,108,16,0,"Avoidant","32.78-33.6",1
"Pseudopusula californiana",FALSE,TRUE,FALSE,1,313,12,1,108,1,4.16666666666667,"Endemic Presence","32.78-33.6",1
"Pterocladiella capillacea",TRUE,TRUE,TRUE,19,242,10,8,103,1208,45.4545454545455,"Continuous Presence","32.78-33.6",1
"Pterocladiella media",FALSE,TRUE,TRUE,4,242,10,3,103,21,13.6363636363636,"Southern Range Edge","32.78-33.6",1
"Pteropurpura trialata",FALSE,TRUE,TRUE,1,313,12,1,108,2,4.16666666666667,"Southern Range Edge","32.78-33.6",1
"Pterygophora californica",FALSE,FALSE,TRUE,0,242,10,0,103,26,0,"Northern Only Presence","32.78-33.6",1
"Pugettia foliata",FALSE,FALSE,FALSE,0,313,12,0,108,0,0,"Absent","32.78-33.6",1
"Pugettia gracilis/richii",TRUE,TRUE,TRUE,2,313,12,2,108,97,8.33333333333333,"Continuous Presence","32.78-33.6",1
"Pugettia producta",TRUE,TRUE,TRUE,9,313,12,6,108,541,20.8333333333333,"Continuous Presence","32.78-33.6",1
"Pycnogonida",TRUE,TRUE,TRUE,3,313,12,3,108,22,8.33333333333333,"Continuous Presence","32.78-33.6",1
"Pycnopodia helianthoides",FALSE,FALSE,TRUE,0,391,12,0,108,81,0,"Northern Only Presence","32.78-33.6",1
"Pyropia spp",TRUE,TRUE,TRUE,4,242,10,3,103,1718,9.09090909090909,"Continuous Presence","32.78-33.6",1
"Rhodymenia californica",TRUE,TRUE,TRUE,1,242,10,1,103,50,4.54545454545455,"Continuous Presence","32.78-33.6",1
"Rhodymenia pacifica",TRUE,TRUE,TRUE,4,242,10,2,103,44,18.1818181818182,"Continuous Presence","32.78-33.6",1
"Roperia poulsoni",FALSE,TRUE,TRUE,16,313,12,10,108,106,41.6666666666667,"Southern Range Edge","32.78-33.6",1
"Saccharina latissima",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Sarcodiotheca gaudichaudii",TRUE,TRUE,TRUE,2,242,10,2,103,94,9.09090909090909,"Continuous Presence","32.78-33.6",1
"Sargassum agardhianum",TRUE,TRUE,TRUE,4,242,10,4,103,12,18.1818181818182,"Continuous Presence","32.78-33.6",1
"Sargassum horneri",FALSE,TRUE,FALSE,2,242,10,2,103,6,9.09090909090909,"Endemic Presence","32.78-33.6",1
"Sargassum muticum",TRUE,TRUE,TRUE,19,242,10,9,103,1200,40.9090909090909,"Continuous Presence","32.78-33.6",1
"Sargassum palmeri",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Savoiea bipinnata",TRUE,TRUE,TRUE,1,242,10,1,103,358,4.54545454545455,"Continuous Presence","32.78-33.6",1
"Schizoporella unicornis",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Semibalanus cariosus",FALSE,FALSE,TRUE,0,242,10,0,103,508,0,"Northern Only Presence","32.78-33.6",1
"Serpula vermicularis",TRUE,TRUE,TRUE,7,242,10,4,103,15,27.2727272727273,"Continuous Presence","32.78-33.6",1
"Sertularella/Sertularia spp",FALSE,FALSE,TRUE,0,242,10,0,103,4,0,"Northern Only Presence","32.78-33.6",1
"Silvetia compressa",TRUE,TRUE,TRUE,18,242,10,7,103,6522,45.4545454545455,"Continuous Presence","32.78-33.6",1
"Siphonaria brannani",FALSE,FALSE,FALSE,0,313,12,0,108,0,0,"Absent","32.78-33.6",1
"Siphonaria thersites",FALSE,FALSE,FALSE,0,313,12,0,108,0,0,"Absent","32.78-33.6",1
"Sorella delicatula",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Sphacelaria californica",TRUE,FALSE,FALSE,0,242,10,0,103,12,0,"Southern Only Presence","32.78-33.6",1
"Spirobranchus spinosus",FALSE,FALSE,TRUE,0,242,10,0,103,2,0,"Northern Only Presence","32.78-33.6",1
"Spirorbis spp",TRUE,TRUE,TRUE,8,242,10,6,103,124,27.2727272727273,"Continuous Presence","32.78-33.6",1
"Spyridia filamentosa",TRUE,TRUE,FALSE,3,242,10,2,103,72,9.09090909090909,"Northern Range Edge","32.78-33.6",1
"Stenoplax conspicua",TRUE,TRUE,TRUE,2,313,12,2,108,34,8.33333333333333,"Continuous Presence","32.78-33.6",1
"Stephanocystis dioica",TRUE,TRUE,TRUE,9,242,10,4,103,422,27.2727272727273,"Continuous Presence","32.78-33.6",1
"Stephanocystis osmundacea",TRUE,TRUE,TRUE,2,242,10,2,103,428,9.09090909090909,"Continuous Presence","32.78-33.6",1
"Strongylocentrotus droebachiensis",FALSE,FALSE,FALSE,0,313,12,0,108,0,0,"Absent","32.78-33.6",1
"Strongylocentrotus franciscanus",FALSE,FALSE,TRUE,0,313,12,0,108,25,0,"Northern Only Presence","32.78-33.6",1
"Strongylocentrotus purpuratus",FALSE,TRUE,TRUE,10,313,12,5,108,11680,25,"Southern Range Edge","32.78-33.6",1
"Styela montereyensis",FALSE,FALSE,TRUE,0,242,10,0,103,6,0,"Northern Only Presence","32.78-33.6",1
"Symphyocladia dendroidea/Xiphosiphonia pennata",TRUE,TRUE,TRUE,8,242,10,5,103,343,27.2727272727273,"Continuous Presence","32.78-33.6",1
"Symphyocladiella baileyi",TRUE,TRUE,TRUE,5,242,10,3,103,48,18.1818181818182,"Continuous Presence","32.78-33.6",1
"Taonia lennebackerae",TRUE,TRUE,TRUE,1,242,10,1,103,20,4.54545454545455,"Continuous Presence","32.78-33.6",1
"Tectura paleacea",TRUE,TRUE,TRUE,5,313,12,5,108,202,4.16666666666667,"Continuous Presence","32.78-33.6",1
"Tegula aureotincta",TRUE,TRUE,TRUE,20,313,12,9,108,178,41.6666666666667,"Continuous Presence","32.78-33.6",1
"Tegula brunnea",FALSE,FALSE,TRUE,0,313,12,0,108,1356,0,"Northern Only Presence","32.78-33.6",1
"Tegula eiseni",TRUE,TRUE,TRUE,31,313,12,10,108,1955,54.1666666666667,"Continuous Presence","32.78-33.6",1
"Tegula funebralis/gallina",TRUE,TRUE,TRUE,25,313,12,10,108,83091,50,"Continuous Presence","32.78-33.6",1
"Tegula pulligo",FALSE,FALSE,FALSE,0,313,12,0,108,0,0,"Absent","32.78-33.6",1
"Tetraclita squamosa",TRUE,TRUE,TRUE,20,242,10,8,103,1055,45.4545454545455,"Continuous Presence","32.78-33.6",1
"Thylacodes squamigerus",TRUE,TRUE,TRUE,16,242,10,7,103,152,36.3636363636364,"Continuous Presence","32.78-33.6",1
"Tiffaniella snyderae",TRUE,TRUE,TRUE,9,242,10,4,103,206,27.2727272727273,"Continuous Presence","32.78-33.6",1
"Tonicella spp",FALSE,TRUE,TRUE,2,313,12,2,108,905,8.33333333333333,"Southern Range Edge","32.78-33.6",1
"Trichotropis cancellata",FALSE,FALSE,FALSE,0,313,12,0,108,0,0,"Absent","32.78-33.6",1
"Ulothrix spp",FALSE,FALSE,TRUE,0,242,10,0,103,15,0,"Northern Only Presence","32.78-33.6",1
"Ulvophyceae",TRUE,TRUE,TRUE,22,242,10,10,103,5252,45.4545454545455,"Continuous Presence","32.78-33.6",1
"Urosalpinx subangulata",FALSE,FALSE,TRUE,0,313,12,0,108,15,0,"Northern Only Presence","32.78-33.6",1
"Urospora spp",FALSE,TRUE,FALSE,1,242,10,1,103,1,4.54545454545455,"Endemic Presence","32.78-33.6",1
"Urticina coriacea",FALSE,FALSE,TRUE,0,242,10,0,103,7,0,"Northern Only Presence","32.78-33.6",1
"Verrucaria maura",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Xingyurella turgida",FALSE,FALSE,TRUE,0,242,10,0,103,1,0,"Northern Only Presence","32.78-33.6",1
"Zonaria farlowii",FALSE,TRUE,TRUE,10,242,10,6,103,81,31.8181818181818,"Southern Range Edge","32.78-33.6",1
"Zostera spp",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","32.78-33.6",1
"Abietinaria/Amphisbetia spp",FALSE,FALSE,TRUE,0,242,8,0,103,9,0,"Northern Only Presence","33.6-34.04",2
"Acanthinucella paucilirata",FALSE,FALSE,TRUE,0,313,9,0,108,4,0,"Northern Only Presence","33.6-34.04",2
"Acanthinucella spp",TRUE,TRUE,TRUE,12,313,9,4,108,2214,37.5,"Continuous Presence","33.6-34.04",2
"Acmaea mitra",FALSE,FALSE,TRUE,0,313,9,0,108,141,0,"Northern Only Presence","33.6-34.04",2
"Acrosiphonia/Cladophora spp",TRUE,TRUE,TRUE,1,242,8,1,103,175,4.54545454545455,"Continuous Presence","33.6-34.04",2
"Acrosorium ciliolatum",TRUE,TRUE,TRUE,2,242,8,2,103,143,9.09090909090909,"Continuous Presence","33.6-34.04",2
"Aeolidia papillosa",FALSE,FALSE,TRUE,0,313,9,0,108,3,0,"Northern Only Presence","33.6-34.04",2
"Aglaophenia spp",FALSE,FALSE,TRUE,0,242,8,0,103,18,0,"Northern Only Presence","33.6-34.04",2
"Ahnfeltia fastigiata",TRUE,FALSE,TRUE,0,242,8,0,103,117,0,"Avoidant","33.6-34.04",2
"Ahnfeltiopsis linearis",FALSE,FALSE,TRUE,0,242,8,0,103,56,0,"Northern Only Presence","33.6-34.04",2
"Alaria marginata",FALSE,FALSE,TRUE,0,242,8,0,103,1018,0,"Northern Only Presence","33.6-34.04",2
"Alia spp",TRUE,TRUE,TRUE,3,313,9,3,108,1445,8.33333333333333,"Continuous Presence","33.6-34.04",2
"Amphiroa beauvoisii",TRUE,FALSE,FALSE,0,242,8,0,103,2,0,"Southern Only Presence","33.6-34.04",2
"Amphissa columbiana",FALSE,FALSE,TRUE,0,313,9,0,108,31,0,"Northern Only Presence","33.6-34.04",2
"Amphissa versicolor",TRUE,TRUE,TRUE,2,313,9,2,108,299,8.33333333333333,"Continuous Presence","33.6-34.04",2
"Analipus japonicus",FALSE,FALSE,TRUE,0,242,8,0,103,379,0,"Northern Only Presence","33.6-34.04",2
"Anisocladella pacifica",TRUE,FALSE,TRUE,0,242,8,0,103,4,0,"Avoidant","33.6-34.04",2
"Anthopleura artemisia",FALSE,FALSE,TRUE,0,242,8,0,103,3,0,"Northern Only Presence","33.6-34.04",2
"Anthopleura elegantissima",TRUE,TRUE,TRUE,15,242,8,8,103,5148,40.9090909090909,"Continuous Presence","33.6-34.04",2
"Anthopleura sola",TRUE,TRUE,TRUE,15,242,8,8,103,2460,40.9090909090909,"Continuous Presence","33.6-34.04",2
"Anthopleura xanthogrammica",TRUE,TRUE,TRUE,2,242,8,2,103,791,9.09090909090909,"Continuous Presence","33.6-34.04",2
"Antithamnionella spp",FALSE,FALSE,FALSE,0,242,8,0,103,0,0,"Absent","33.6-34.04",2
"Aplidium spp",TRUE,TRUE,TRUE,2,242,8,2,103,73,9.09090909090909,"Continuous Presence","33.6-34.04",2
"Aplysia californica",TRUE,TRUE,TRUE,1,313,9,1,108,11,4.16666666666667,"Continuous Presence","33.6-34.04",2
"Asparagopsis taxiformis",TRUE,FALSE,FALSE,0,242,8,0,103,97,0,"Southern Only Presence","33.6-34.04",2
"Atrimitra idae",FALSE,FALSE,FALSE,0,313,9,0,108,0,0,"Absent","33.6-34.04",2
"Balanus crenatus",FALSE,FALSE,TRUE,0,242,8,0,103,1,0,"Northern Only Presence","33.6-34.04",2
"Balanus glandula",TRUE,TRUE,TRUE,13,242,8,6,103,5046,36.3636363636364,"Continuous Presence","33.6-34.04",2
"Balanus glandula/Semibalanus balanoides",FALSE,FALSE,FALSE,0,242,8,0,103,0,0,"Absent","33.6-34.04",2
"Balanus nubilus",FALSE,FALSE,TRUE,0,242,8,0,103,6,0,"Northern Only Presence","33.6-34.04",2
"Bangia spp",TRUE,FALSE,TRUE,0,242,8,0,103,63,0,"Avoidant","33.6-34.04",2
"Besa leptophylla",TRUE,FALSE,TRUE,0,242,8,0,103,41,0,"Avoidant","33.6-34.04",2
"Bittium eschrichtii",TRUE,FALSE,TRUE,0,313,9,0,108,898,0,"Avoidant","33.6-34.04",2
"Boring clam",TRUE,FALSE,TRUE,0,242,8,0,103,12,0,"Avoidant","33.6-34.04",2
"Bossiella spp",TRUE,TRUE,TRUE,13,242,8,7,103,1442,40.9090909090909,"Continuous Presence","33.6-34.04",2
"Bryopsis spp",TRUE,FALSE,TRUE,0,242,8,0,103,12,0,"Avoidant","33.6-34.04",2
"Bugula neritina",TRUE,FALSE,TRUE,0,242,8,0,103,18,0,"Avoidant","33.6-34.04",2
"Californiconus californicus",TRUE,TRUE,TRUE,4,313,9,4,108,217,16.6666666666667,"Continuous Presence","33.6-34.04",2
"Calliarthron spp",TRUE,TRUE,TRUE,7,242,8,5,103,1229,18.1818181818182,"Continuous Presence","33.6-34.04",2
"Calliostoma annulatum",FALSE,FALSE,TRUE,0,313,9,0,108,5,0,"Northern Only Presence","33.6-34.04",2
"Calliostoma canaliculatum",FALSE,FALSE,TRUE,0,313,9,0,108,25,0,"Northern Only Presence","33.6-34.04",2
"Calliostoma ligatum",FALSE,FALSE,TRUE,0,313,9,0,108,90,0,"Northern Only Presence","33.6-34.04",2
"Calliostoma supragranosum",FALSE,FALSE,TRUE,0,313,9,0,108,1,0,"Northern Only Presence","33.6-34.04",2
"Callithamnion pikeanum",TRUE,FALSE,TRUE,0,242,8,0,103,330,0,"Avoidant","33.6-34.04",2
"Callithamnion rupicola",TRUE,FALSE,TRUE,0,242,8,0,103,2,0,"Avoidant","33.6-34.04",2
"Callophyllis spp",TRUE,TRUE,TRUE,2,242,8,2,103,68,9.09090909090909,"Continuous Presence","33.6-34.04",2
"Cancer antennaria",TRUE,FALSE,TRUE,0,313,9,0,108,55,0,"Avoidant","33.6-34.04",2
"Cancer oregonensis",FALSE,FALSE,TRUE,0,313,9,0,108,3,0,"Northern Only Presence","33.6-34.04",2
"Cancer productus",FALSE,FALSE,TRUE,0,313,9,0,108,1,0,"Northern Only Presence","33.6-34.04",2
"Carpopeltis bushiae",FALSE,FALSE,FALSE,0,242,8,0,103,0,0,"Absent","33.6-34.04",2
"Caulacanthus okamurae",TRUE,TRUE,TRUE,12,242,8,7,103,1831,31.8181818181818,"Continuous Presence","33.6-34.04",2
"Ceratostoma foliatum",TRUE,TRUE,TRUE,1,313,9,1,108,5,4.16666666666667,"Continuous Presence","33.6-34.04",2
"Ceratostoma nuttalli",TRUE,TRUE,TRUE,4,313,9,2,108,46,16.6666666666667,"Continuous Presence","33.6-34.04",2
"Cerithiopsis spp",TRUE,FALSE,FALSE,0,313,9,0,108,2,0,"Southern Only Presence","33.6-34.04",2
"Chaetomorpha spp",TRUE,TRUE,TRUE,4,242,8,3,103,148,18.1818181818182,"Continuous Presence","33.6-34.04",2
"Chondracanthus canaliculatus",TRUE,TRUE,TRUE,14,242,8,8,103,5926,40.9090909090909,"Continuous Presence","33.6-34.04",2
"Chondracanthus corymbiferus/exaspertata",FALSE,TRUE,TRUE,1,242,8,1,103,74,4.54545454545455,"Southern Range Edge","33.6-34.04",2
"Chondracanthus harveyanus",FALSE,FALSE,TRUE,0,242,8,0,103,5,0,"Northern Only Presence","33.6-34.04",2
"Chondracanthus spinosus",TRUE,TRUE,TRUE,2,242,8,1,103,42,9.09090909090909,"Continuous Presence","33.6-34.04",2
"Chondria acrorhizophora",TRUE,TRUE,FALSE,2,242,8,2,103,21,9.09090909090909,"Northern Range Edge","33.6-34.04",2
"Chondria arcuata",TRUE,FALSE,TRUE,0,242,8,0,103,16,0,"Avoidant","33.6-34.04",2
